date,department,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/6/2015,finishing ,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.936496212
2/25/2015,sweing,9,0.75,18.79,1085.0,6240,56,0.0,0,1,52.0,0.970816667
1/29/2015,finishing ,12,0.75,4.08,,1080,0,0.0,0,0,9.0,0.634666667
2/9/2015,finishing,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.272
1/28/2015,sweing,10,0.8,22.52,1175.0,6720,60,0.0,0,0,56.0,0.850532143
2/26/2015,finishing,5,0.8,4.6,,7560,0,0.0,0,0,18.0,0.921604938
2/4/2015,sweing,7,0.7,24.26,1471.0,6960,0,0.0,0,0,58.0,0.700612069
2/16/2015,sweing,6,0.75,18.79,895.0,3960,0,0.0,0,0,33.0,0.75065101
1/5/2015,sweing,2,0.8,28.08,757.0,6900,50,0.0,0,0,57.5,0.800076522
3/10/2015,finishing,10,0.7,2.9,,960,0,0.0,0,0,8.0,0.39875
3/11/2015,sweing,8,0.7,30.48,914.0,6840,30,0.0,0,1,57.0,0.700505263
1/15/2015,sweing,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952
2/16/2015,sweing,12,0.8,15.26,1079.0,3720,38,0.0,0,0,34.0,0.800312375
1/24/2015,sweing,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57.0,0.90064806
1/10/2015,sweing,8,0.8,25.9,1158.0,10170,60,0.0,0,0,56.5,0.850136766
3/11/2015,finishing,8,0.7,3.9,,960,0,0.0,0,0,8.0,0.625625
1/11/2015,sweing,4,0.8,50.48,562.0,10440,0,0.0,0,0,58.0,0.473134796
2/16/2015,finishing,5,0.75,4.15,,1200,0,0.0,0,0,10.0,0.629416667
3/9/2015,sweing,7,0.5,30.48,1161.0,6600,0,0.0,0,1,55.0,0.500610909
1/11/2015,finishing ,5,0.5,4.15,,1440,0,0.0,0,0,8.0,0.609138258
1/4/2015,sweing,2,0.8,28.08,782.0,6660,50,0.0,0,0,55.5,0.800237838
1/3/2015,finishing ,8,0.8,2.9,,960,0,0.0,0,0,8.0,0.628333333
1/25/2015,finishing ,1,0.7,3.94,,1440,0,0.0,0,0,8.0,0.970075758
3/8/2015,sweing,8,0.6,30.48,869.0,6720,0,0.0,0,1,56.0,0.600528571
1/12/2015,finishing ,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.725
1/22/2015,sweing,6,0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.800191989
1/27/2015,sweing,4,0.8,22.52,1106.0,6780,60,0.0,0,0,56.5,0.850312684
1/27/2015,sweing,9,0.7,29.12,1294.0,6960,50,0.0,0,0,58.0,0.700386207
1/29/2015,sweing,7,0.65,23.54,830.0,6600,0,0.0,0,0,55.0,0.48792
1/5/2015,sweing,4,0.8,28.08,759.0,6900,50,0.0,0,0,57.5,0.800076522
2/24/2015,sweing,6,0.75,18.79,913.0,3360,45,0.0,0,0,33.0,0.75065101
1/14/2015,sweing,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313433
2/1/2015,sweing,7,0.7,24.26,1400.0,6720,0,0.0,0,0,56.0,0.411553571
1/18/2015,sweing,6,0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.800343766
2/3/2015,sweing,10,0.8,22.52,1188.0,6720,90,0.0,0,0,56.0,0.999995238
2/23/2015,finishing,6,0.8,2.9,,960,0,0.0,0,0,8.0,0.3715625
3/3/2015,sweing,11,0.8,11.41,601.0,0,50,0.0,0,0,56.0,0.800701754
1/19/2015,finishing ,11,0.7,4.15,,1440,0,0.0,0,0,8.0,0.409545455
2/12/2015,sweing,6,0.8,18.79,779.0,3960,0,0.0,0,0,33.0,0.688017677
2/16/2015,sweing,8,0.7,30.1,7.0,7080,27,2.0,10,2,59.0,0.621971751
1/1/2015,sweing,10,0.75,19.31,578.0,6480,45,0.0,0,0,54.0,0.712205247
2/28/2015,sweing,4,0.5,26.66,556.0,6960,23,0.0,0,2,58.0,0.500258046
3/11/2015,finishing,5,0.7,3.94,,1440,0,0.0,0,0,12.0,0.75885
1/28/2015,sweing,5,0.6,20.79,1045.0,6960,88,0.0,0,0,58.0,0.800534483
1/27/2015,finishing ,3,0.75,3.94,,1440,0,0.0,0,0,12.0,0.861875
1/31/2015,sweing,11,0.65,20.1,1417.0,6480,49,0.0,0,0,54.0,0.650148148
2/5/2015,sweing,12,0.8,15.26,1083.0,720,38,0.0,0,0,34.0,0.800612676
1/17/2015,finishing ,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.884261364
1/14/2015,sweing,4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.600369686
2/10/2015,finishing,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.6895
3/11/2015,sweing,1,0.75,26.82,1322.0,7080,45,0.0,0,0,59.0,0.750050847
3/10/2015,finishing,3,0.8,4.6,,1440,0,0.0,0,0,12.0,0.894444444
1/13/2015,sweing,8,0.8,25.9,1211.0,10260,60,0.0,0,0,57.0,0.850252525
2/2/2015,sweing,7,0.7,24.26,2698.0,6720,0,0.0,0,0,56.0,0.295307738
2/8/2015,sweing,7,0.7,24.26,148.0,6960,0,0.0,0,0,58.0,0.355534483
3/2/2015,sweing,4,0.65,26.66,832.0,6780,55,0.0,0,0,57.0,0.750254867
1/13/2015,finishing ,3,0.8,4.15,,1620,0,0.0,0,0,9.0,0.901262626
1/25/2015,sweing,3,0.75,22.52,1495.0,10350,55,0.0,0,0,57.5,0.800513307
1/21/2015,sweing,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56.0,0.500241342
2/26/2015,sweing,4,0.8,30.1,437.0,7080,32,0.0,0,2,59.0,0.495617514
1/5/2015,sweing,8,0.8,25.9,1047.0,6780,38,0.0,0,0,56.5,0.800684366
3/11/2015,sweing,2,0.75,16.1,971.0,5400,45,0.0,0,1,45.0,0.750140741
2/3/2015,finishing ,2,0.8,3.94,,2400,0,0.0,0,0,20.0,1.001416667
1/3/2015,finishing ,9,0.8,4.15,,960,0,0.0,0,0,8.0,0.956270833
1/5/2015,finishing ,5,0.6,2.9,,960,0,0.0,0,0,8.0,0.759270833
2/1/2015,finishing ,2,0.8,3.94,,1200,0,0.0,0,0,10.0,0.912766667
3/11/2015,finishing,7,0.65,3.9,,960,0,0.0,0,0,8.0,0.625625
2/12/2015,sweing,3,0.35,30.1,770.0,6960,0,0.0,0,1,58.0,0.350301724
1/24/2015,sweing,3,0.75,22.52,1266.0,10260,69,0.0,0,0,57.0,0.80035194
3/4/2015,sweing,12,0.8,15.26,961.0,4080,50,0.0,0,0,34.0,0.800401961
2/18/2015,sweing,11,0.7,11.41,685.0,3360,30,0.0,0,2,56.0,0.8211125
1/7/2015,finishing ,5,0.7,4.15,,1440,0,0.0,0,0,8.0,0.330113636
1/13/2015,sweing,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.800246753
2/14/2015,sweing,5,0.75,30.1,664.0,7140,56,0.0,0,0,59.0,0.750392157
1/4/2015,finishing ,1,0.8,3.94,,960,0,0.0,0,0,8.0,0.915229167
1/29/2015,finishing ,3,0.8,3.94,,960,0,0.0,0,0,8.0,0.4925
2/23/2015,sweing,4,0.8,30.1,891.0,7140,38,0.0,0,1,59.0,0.800137255
3/10/2015,finishing,7,0.5,3.9,,960,0,0.0,0,0,8.0,0.560625
3/2/2015,sweing,1,0.65,26.66,1527.0,6840,65,0.0,0,0,57.0,0.800579532
2/2/2015,sweing,11,0.7,20.55,9792.0,6480,60,0.0,0,0,54.0,0.700398148
2/2/2015,sweing,5,0.5,30.1,839.0,6960,0,0.0,0,0,58.0,0.500801724
3/5/2015,finishing,2,0.6,3.9,,960,0,0.0,0,0,8.0,0.950625
2/5/2015,finishing,2,0.8,3.94,,2640,0,0.0,0,0,22.0,0.999924242
2/15/2015,finishing,2,0.8,3.94,,960,0,0.0,0,0,8.0,1.108125
2/12/2015,sweing,7,0.65,30.1,909.0,7080,0,0.0,0,1,59.0,0.535677966
1/22/2015,sweing,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57.0,0.800302791
1/12/2015,sweing,6,0.8,11.41,843.0,5670,50,0.0,0,0,31.5,0.800181818
1/18/2015,sweing,1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242161
3/11/2015,sweing,7,0.65,30.48,935.0,6840,26,0.0,0,1,57.0,0.650596491
2/28/2015,sweing,11,0.8,11.61,954.0,0,50,0.0,0,2,58.0,0.800779018
1/1/2015,finishing ,2,0.75,3.94,,960,0,0.0,0,0,8.0,0.755166667
3/5/2015,sweing,9,0.75,18.79,1228.0,6240,45,0.0,0,0,52.0,0.750395513
2/16/2015,finishing,7,0.7,4.15,,1800,0,0.0,0,0,15.0,0.258
3/1/2015,finishing,10,0.7,2.9,,3360,0,0.0,0,0,8.0,0.664583333
2/19/2015,finishing,3,0.5,5.13,,2880,0,0.0,0,0,12.0,0.81640625
1/28/2015,sweing,8,0.7,38.09,336.0,6240,0,0.0,0,0,52.0,0.467693269
2/24/2015,sweing,10,0.7,21.25,1834.0,6360,0,0.0,0,1,53.0,0.471108491
3/1/2015,sweing,9,0.75,18.79,895.0,6240,34,0.0,0,0,52.0,0.750395513
1/29/2015,sweing,3,0.8,22.52,1287.0,6840,100,0.0,0,0,57.0,0.950185965
3/11/2015,finishing,4,0.75,3.94,,1920,0,0.0,0,0,8.0,0.813309028
3/8/2015,finishing,9,0.75,2.9,,1080,0,0.0,0,0,9.0,0.929074074
2/25/2015,sweing,8,0.7,29.4,847.0,6960,30,0.0,0,1,58.0,0.700362069
1/15/2015,finishing ,4,0.35,4.3,,3600,0,0.0,0,0,20.0,0.988636364
1/17/2015,finishing ,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.82680303
2/28/2015,sweing,1,0.5,26.66,1448.0,6840,30,0.0,0,2,57.0,0.550349708
2/5/2015,sweing,4,0.5,30.1,417.0,6360,23,0.0,0,1,53.0,0.500720126
2/3/2015,finishing ,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.778222222
1/10/2015,sweing,12,0.8,11.61,893.0,4710,50,0.0,0,0,31.5,0.800346445
2/26/2015,sweing,6,0.75,18.79,912.0,3960,45,0.0,0,0,33.0,0.75065101
1/27/2015,finishing ,6,0.8,2.9,,960,0,0.0,0,0,8.0,0.6225
1/26/2015,sweing,11,0.35,28.08,749.0,10260,23,0.0,0,0,57.0,0.350066986
1/19/2015,finishing ,5,0.65,4.15,,1440,0,0.0,0,0,8.0,0.958901515
2/16/2015,finishing,9,0.8,3.94,,1200,0,0.0,0,0,10.0,0.960433333
1/25/2015,sweing,11,0.75,42.97,532.0,10260,40,0.0,0,0,57.0,0.59114168
